Skill_level,Company_specificity,Year,Poste,Job,Code_job_Apec,Code_naf_INSSE,Experience,Average_salary_ranges,Regions,Offer
développement solutions plm,utilisatrice,2016,developpeur informatique,développeur plm,6 c Informatique de gestion,Mécanique – Métallurgie,toute experience,de 34 k€ à 37 k€,Aquitaine-Limousin-Poitou-Charentes,asée   à NIORT  filiale du Groupe BRETECHE INDUSTRIE  est spécialisée   dans la conception et la fabrication d’équipements pour l’agroalimentaire   (Fromagerie / Laiterie…). Nous sommes reconnus pour la qualité   de nos machines et process  nos capacités d’innovation et notre   expertise qui nous permettent d’adapter nos solutions aux besoins   de nos clients  leaders internationaux de l’industrie du Fromage.   Dans le cadre de notre projet de mise en place de SAP  nous recrutons   pour une durée de 4 mois : Poste et missions :DEVELOPPEUR   INFORMATIQUE H/F Au sein de notre service Systèmes d’Informations    vous êtes en charge du développement d’un outil permettant un   échange de données entre nos logiciels de CAO (SolidEdge  Plant4D)   et notre ERP (SAP). Vous serez piloté/e par notre développeur   et assurerez le codage grâce aux langages SQL  VB  VBA  Java.   Vous participerez à d’autres développements dans le service    notamment pour optimiser les données issues de notre _______PLM_______ Audros.   Profil : De formation supérieure en informatique de gestion (Bac+2   à 5)  vous avez une première expérience ou des stages significatifs   qui vous ont permis de développer une réelle compétence en développement   (langages SQL  VB  VBA  Macro Excel  Java). Idéalement  vous   avez déjà utilisé des outils type GED et/ou _______PLM_______ et un ERP type   SAP. Vous cherchez une mission qui vous permettra de découvrir   la diversité des missions d’un service Systèmes d’Informations   en entreprise et de vous construire une expérience de développeur.   Mission de 4 mois nécessitant une localisation à Niort (79).
développement solutions plm,éditrice,2016,developpeur infrastructure native apps c++,développeur plm,6 d Informatique industrielle,Activités informatiques,débutant,de 38 k€ à 44 k€,Île-de-France,»    offre aux entreprises et aux particuliers les univers virtuels   nécessaires à la conception d'innovations durables. Ses solutions   leaders sur le marché transforment pour ses clients  la conception    la fabrication et la maintenance de leurs produits. Les solutions   collaboratives de Dassault Systèmes permettent de promouvoir   l'innovation sociale et offrent de nouvelles possibilités d'améliorer   le monde réel grâce aux univers virtuels. Avec des ventes dans   plus de 140 pays  le Groupe apporte de la valeur à plus de 200   000 entreprises de toutes tailles dans toutes les industries.   Pour plus d'informations : www.3ds.com. Poste et missions : Au   sein de l'équipe R&D responsable de l'infrastructure logicielle   des applications natives de la 3DExperience platform  votre équipe   est en charge des opérations de cycle de vie (open  save  versionning…)   sur les composants _______PLM_______.Elle fournit des solutions d'interfaçage   entre les applications clientes natives (essentiellement C++)   et la plateforme 3DExperience (backend  essentiellement Java).   En tant que membre de l'équipe  l'ensemble du cycle de vie des   solutions sera couvert : design  implémentation  optimisation   et maintenance. Un soin particulier est porté sur la performance    la robustesse et la facilité d'utilisation des solutions fournies.   Plus précisement  vous serez amené(e) à : -Rechercher des solutions   techniques ou de technologies répondant au besoin de vos clients    - Rédiger des documents de spécifications. - Développer des composants   logiciels sur la plateforme V6 avec excellent de niveau de qualité   tant sur l'aspect intégrité et que sur l'aspect performance.   - Mettre en place des tests automatiques garantissant ce niveau   de qualité- Contribuer à l'industrialisation des solutions -   Assurer le support des clients sur le déploiement - Travailler   efficacement avec les équipes connectées au projet Profil : De   formation Bac+5 et + en informatique  vous disposez d'une première   expérience en développement orienté objet dans les technologies   Java/C++. Vous démontrez un fort intérêt pour l'algorithmique    la conception de modèle de données et les performances. Vous   avez des notions de programmation dans divers langages tel que   Javascript  HTML5  objective C  C#…. Votre curiosité  votre rigueur    votre pro-activité  votre autonomie ainsi que vos qualités relationnelles   seront de sérieux atouts pour mener à bien votre mission. Une   connaissance de la programmation avec des architectures parallèles   et du multithreading est un plus. La maîtrise de l'anglais est   indispensable pour échanger avec une entreprise étendue et nos   clients au niveau international.
développement solutions plm,intégratrice,2016,développeur java,développeur plm,6 c Informatique de gestion,Activités informatiques,toute experience,de 34 k€ à 37 k€,Auvergne-Rhône-Alpes,te   croissance dans le domaine du conseil en organisation et systèmes   d’information _______PLM_______  accompagne de grandes entreprises industrielles   de renommée mondiale. Poste et missions : Dans le cadre du développement   de son configurateur de produits en diversité  ACUITY-SOLUTIONS   recherche pour un développeur (H/F). Si vous êtes passionné par   le développement  si vous souhaitez intervenir sur des développements   complexes avec la recherche permanente de l'optimisation et de   la qualité  venez participer à la croissance de notre entreprise   en mode startup. Vous avez une première expérience  vous maîtrisez   Java  Swing  Hibernate  et connaissez MySql ou PostgreSQL ou   vous êtes débutant et avez déjà réalisé un projet avec ces technologies.   La maîtrise de l'anglais est indispensable. Profil attendu :   Bac + 2 à bac +5  débutant avec stages significatifs ou 2 ans   d'expérience mini. Salaire selon profil. Poste en CDI  basé à   Lyon. 
développement solutions plm,éditrice,2016,développeur java,développeur plm,6 e Informatique web  sites et portails Internet,Activités informatiques,toute experience,de 34 k€ à 37 k€,Île-de-France,é   de plus de 900 collaborateurs  leader européen dans le domaine   du conseil et des services autour des métiers du _______PLM_______. Nous intervenons   sur l'ensemble du cycle de vie des produits sur les marchés aeronautique   et défense  automobile  énergie et transport. Afin d'accompagner   la montée en puissance de nos activités de conseil sur le périmètre   _______PLM_______  nous recherchons un/une développeur JAVA pour un poste basé   en région parisienne. Poste et missions :Au sein de l'équipe   intégration   vous serez notamment en charge de: · Implémenter   les solutions · Développer les évolutions et/ou corrections Profil   : Vous maitrisez les langages JAVA  javascript et SQL. Vous disposez   de bonnes connaissances en Eclipse  UML et architecture n-tiers.   Vous êtes attirés par le domaine du _______PLM_______ et souhaitez montée en   compétence sur ces solutions. Vous souhaitez valoriser vos compétences dans   une société dynamique offrant de réelles perspectives de carrière    alors rejoignez nous !
développement solutions plm,intégratrice,2015,développeur java,développeur plm,6 e Informatique web  sites et portails Internet,Conseil et gestion des entreprises,experimenté,de 34 k€ à 37 k€,Languedoc-Roussillon-Midi-Pyrénées,de   l'intégration et l'optimisation des processus et outils _______PLM_______ (Product   Lifecycle Management) en Amérique du Nord et en Europe. Spécialisé dans   les services de conseil  d'architecture  de développement logiciel et   d'intégration d'applications _______PLM_______  le groupe est présent dans les   industries : aéronautique  automobile  transports  énergie et sport   mécanique. Processia Solutions se distingue d'une part pour son   expertise au profit des écuries de Formule1 Lotus Renault GP  Vodafone   McLaren Mercedes et de son partenariat avec Dassault Systèmes Global V6    et d'autre part pour son dévouement à créer un environnement évolutif et   créatif pour ses collaborateurs Description de la mission : Afin d   accompagner la croissance de ses activités en France  Processia   recherche des développeursJAVAconfirmés(h/f). Rattaché(e) au responsable   du domaine développement  vous aurez pour charges : L'identification   des solutions existantes L'analyse et la conception du requis client   tant fonctionnel que technique La rédaction des spécifications   techniques détaillées Le développement de la solution proposée Le   packaging et déploiement des développements La réalisation des tests   unitaires et techniques La maintenance corrective et évolutive de la   solution Profil : Issu(e) d'une formation d'ingénieur Bac+5 Au moins 3   ans d'expérience en tant que développeur Maîtrise du langage de   développement JAVA edu développement Web Connaissance de la solution   Enovia ou d'Exalead serait souhaitable Rigoureux(se) et doté(e) de   qualités relationnelles  vous appréciez aussi bien le travail en équipe   que le contact client Langue : Anglais opérationnel Des déplacements   occasionnels en France ou à l'étranger sont à prévoir Cette offre est   ouverte  à compétences égales  aux personnes en situation de handicap   Processia s'engage à faire évoluer votre carrière  rejoignez-nous!   PROCESSIA SOLUTIONS - 140 Bureaux de la colline - 92210 Saint-Cloud
développement solutions plm,intégratrice,2015,développeur java - exalead,développeur plm,6 c Informatique de gestion,Activités informatiques,experimenté,de 38 k€ à 44 k€,Languedoc-Roussillon-Midi-Pyrénées,rchons un(e)   Software Consultant Exalead pour notre agence de Toulouse. Vousprendrez   en charge lesmissions suivantes : Comprendre les objectifs principaux du   projet et les impacts globaux de sa mise en oeuvre Être capable dans   votre domaine d'expertise d'utiliser les standards et les meilleures   pratiques d'implémentation en réponse à une spécification Réaliser le   paramétrage (développement deconnecteurs  modifications des data   modèles  paramétrage dans Mashup Builder  déploiement) et   l'administration de la solution S'assurer que les choix techniques sont   compatibles avec l'architecture finale et les performances attendues   Prendre en charge un lot d'implémentation Contribuer à la communauté   technique sur les outils Dassault Systèmes en interne de PCO : forums    échanges techniques  support de formations. VOTRE PROFIL De formation   universitaire ou école d'ingénieur Bac+5  vous justifiez d'une première   expérience significative d'au moins deux ans en développement front web   dont une première approche des outils Exalead. Vous maîtrisez les   langages suivants : HTML  CSS  JS  Java  XML  AJAX  Les layouts   adaptatifs  La portabilité inter-navigateurs. La connaissance de VPM V4   / Product structure est un atout. Vous justifiez d'une expérience   significative dans le développement d'application en langage Java. Vous   maîtrisez la langue anglaise et française aussi bien à l'écrit qu'à   l'oral. La maîtrise de l'un des outils suivants sera très appréciée :   Exalead Cloudview Exalead Embedded Exalead One Part (Reduce / Reuse)   Connecteur SDC. Vous êtes rigoureux  sensible à la qualité de votre code   et aimez relever des challenges techniques. Ce poste est à pourvoir en   CDI sur notre agence de Toulouse. Une mobilité région ainsi que le   permis B sont indispensables. Ce poste est à pourvoir très rapidement.   NOTRE SOCIETE Accenture  référence mondiale du conseil et des   technologies  accompagne les plus grandes entreprises et administrations   dans toutes les phases de leur transformation  de la stratégie à la mise   en oeuvre. Notre entreprise regroupe plus de 300   000 collaborateurs intervenant dans 120 pays sur de nombreux secteurs :   assurance/banque  secteur public  télécommunications  aéronautique    énergie  distribution  santé  grande consommation  médias  tourisme    industrie automobile... Société du groupe Accenture  PCO Innovation   poursuit sa croissance avec une offre de service complète autour de   l'intégration de solutions _______PLM_______. Notre indépendance vis-à-vis des   éditeurs nous permet d'intervenir sur un périmètre complet allant des   phases d'études d'opportunités à la maintenance des applications. Ainsi    PCO Innovation vous propose
développement solutions plm,éditrice,2015,développeur java modèle & administration p&o,développeur plm,6 e Informatique web  sites et portails Internet,Activités informatiques,débutant,de 38 k€ à 44 k€,Île-de-France,»    offre aux entreprises et aux particuliers les univers virtuels   nécessaires à la conception d'innovations durables. Ses solutions   leaders sur le marché transforment pour ses clients  la conception    la fabrication et la maintenance de leurs produits. Poste et   missions : Au sein du département Platform Online vous intégrerez   l'équipe 3DExperience Platform P&O Modeler chargée de développer   et de mettre à disposition de la plateforme 3DEXPERIENCE et des   applications Dassault Systèmes  les technologies nécessaires   à la définition et à la gestion des données P&O (People & Organizations).   Ce domaine  qui englobe les utilisatrices  leur écosystème ainsi   que leurs droits d'accès dans les applications  est par là même   au cœur de la 3DEXPERIENCE  et son rôle y est critique.Vous participerez   à la conception  la réalisation et la maintenance du modèle de   données P&O  ainsi que des outils programmatiques (APIs) ou interactifs   (interfaces utilisatrices) afférents. Plus particulièrement  vous   serez impliqué dans la transformation de ce modèle en vue de   supporter les nouveaux enjeux stratégiques de la 3DEXPERIENCE   On the Cloud  tels que les collaborations inter-organisations   ou l'eCommerce. Votre mission consistera à : - Participer aux   spécifications et au développement des évolutions du modèle P&O   - Documenter les évolutions des composants P&O - Participer à   la maintenance et à l'élaboration de programmes de test (ODTs)   des différents composants P&O  afin d'en améliorer constamment   la qualité - Fournir un support à l'éco-système R&D de Dassault   Systèmes concernant les composants P&O afin qu'ils puissent en   tirer le meilleur profit. Vous serez amené à collaborer avec   de multiples équipes de Dassault Systèmes  notamment au sein   de la R&D  aussi bien en France qu'à travers le monde (Inde    Etats-Unis). Profil : De formation Ingénieur ou Universitaire   (3è cycle)  vous avez une expérience de 5 ans minimum dans la   conception logicielle  la modélisation de données et le développement   dans le domaine du _______PLM_______. La maîtrise de la modélisation et du   développement orienté objet  ainsi que du langage Java est nécessaire.   Une bonne connaissance des techniques de gestions des utilisatrices   & droits d'accès applicatifs  est un vrai plus. Votre aisance   relationnelle  votre esprit d'équipe  votre volonté d'apprendre    votre rigueur  votre créativité et capacité d'abstraction seront   déterminants pour réussir à ce poste. La maîtrise orale et écrite   de l'anglais est indispensable pour échanger avec les équipes   basées à l'international. La connaissance de l'architecture 3DEXPERIENCE   et plus particulièrement de son infra-structure Serv
développement solutions plm,éditrice,2016,développeur java / alfresco / plm,développeur plm,6 c Informatique de gestion,Activités informatiques,toute experience,de 38 k€ à 44 k€,Île-de-France,pen   source de _______PLM_______ (Product Lifecycle Management) pour les industries   des biens de grande consommation notamment l’agroalimentaire   et la cosmétique. Le logiciel beCPG est utilisé par plusieurs   industriels de l'agroalimentaire tels que SVA Jean Rozé   Loeul   et Piriot   Nutrisens   Daunat   Prolainat du groupe Andros    Les Délices du Valplessis   Boncolac et Europe Snacks   les Laboratoires   Ineldea et Marie Brizard Wine and Spirits . beCPG est basé sur   Alfresco  une alternative open source complète pour la Gestion   de Contenu d'Entreprise (ECM) créée en 2005. Plus de 1 800 clients   dans 212 pays utilisent Alfresco (Airbus  Michelin  SNCF  NASA    ...). Alfresco est positionné comme « Visionnaire » par le Gartner.  Activités : Mise en place de projets clients et paramétrage   du logiciel beCPG Appréhender les enjeux métiers des clients   Développement sur le logiciel beCPG (J2EE  Modèle de données    Workflows  IHM)Intérêt de la mission : Travailler en équipe   réduite  bonne autonomie dans les choix techniques et fonctionnels   Utilisation de technologies modernes et open sources Voir les   différentes facettes du métier d'éditeur de logiciel Gestion   d'un projet informatique Paramétrage d'une application métier  Profil : Intérêt pour l'open source et l'étude de processus   métier Connaissances en JAVA  Spring  XML  Javascript  HTML    CSS et bases de données Vous êtes autonome  organisé(e) et savez   prendre des initiatives Bon contact relationnel Pédagogue et   responsable
développement solutions plm,intégratrice,2016,développeur java- cmoip,développeur plm,6 c Informatique de gestion,Activités informatiques,experimenté,de 34 k€ à 37 k€,Provence-Alpes-Côte d'Azur et Corse,ociétés de services   en informatique en France et s'affirme comme un concepteur  intégratrice    et opérateur de systèmes critiques de tout premier plan. CS est   reconnu comme une entreprise à la pointe de la technologie et   s'impose dans 4 domaines technologiques multisectoriels en France   comme à l'étranger : * Cybersécurité * Systèmes Sûrs Industriels   & Embarqués * Continuité numérique : Simulation & _______PLM_______ * Gestion   de crise & Surveillance de zones Dans le cadre du développement   de nos activités Défense  Sécurité & ATM  nous recherchons un   ingénieur d'études développeur JAVA (H/F) . Vous serez intégré(e)   au sein des équipes de Développement concernant un outil de configuration   et de supervision d'un système de communication Radio/Téléphone   pour l'aviation civile. Les missions seront les suivantes: -   Prendre connaissance de l'existant afin de traiter les corrections   des prochaines versions à livrer - Contribuer au codage des modules   logiciels et des IHM. Diplômé(e) d'un Bac+5 en informatique    vous justifiez de 2 années d'expérience mini. En outre  vous   avez les compétences suivantes : Compétences techniques:Développement   JAVA (Eclipse  Swing  Spring  Hibernate)  Architecture client   lourd /serveur à base de déploiement JNLP via un serveur Tomcat   OS Linux Bases de données Posgres SQL Une expérience dans les   domaines métier Radio/communications serait un plusAnglais   technique
développement solutions plm,intégratrice,2015,développeur java cobol,développeur plm,6 c Informatique de gestion,Activités informatiques,experimenté,moins de 33 k€,Bretagne,mériques  filiale   du Groupe DACP. Elle a pour vocation d'aider ses clients à construire   les solutions techniques innovantes nécessaires dans l'atteinte de leurs   objectifs stratégiques. Novia Systems c'est plus de 1   000 collaborateurs  avec un chiffre d'affaires de plus de 80M€ et une   présence nationale garantissant notre proximité auprès des clients   (Paris  Saint-Denis  Nantes  Brest  Le Mans  Niort  Rennes  Lyon    Grenoble et Toulouse). Nous accompagnons nos clients dans leur mutation   technologique autour de 5 grands métiers : - L'intégration de système et   d'ingénierie informatique (ERP : SAP  _______PLM_______  CRM  BI  mobilité    applications web  NTIC : J2EE  PHP  dotnet...)  - Expertise et   Assistance technique  - Assistance à maitrise d'ouvrage et pilotage de   projets  - Qualité des systèmes d'information et tests logiciels  -   L'Edition de Logiciels. Nos atouts : - Nos centres de services   industriels  - Nos pôles d'expertise (Cobol  java  PHP  SAP  Sage ERP   X3  Billettique  PML  CRM  Mobilité  Décisionnel  Testing) Notre centre   de formation « Novia Technical School »  une école intégrée nous   permettant de faire évoluer les compétences de nos collaborateurs au   rythme des évolutions technologiques  favorisant ainsi leur   développement. En effet  en 2013  plus de 40% de nos salariés ont reçu   au moins une formation ! - Notre structure à taille humaine. Dans le   cadre du développement de ses activités  Novia Systems Brest recherche   un Développeur JAVA/COBOL (H/F) pour intervenir sur des projets au   forfait. Dans le cadre de l'évolution des applications  vous   participerez au développement de nouvelles fonctionnalités en Java et/ou   en Cobol. Vos missions seront les suivantes : - Études des besoins  -   Spécifications techniques générales et détaillées  - Développement des   applications  - Maintenance évolutive et corrective  - Documentation   technique des fonctions mises en œuvre. Profil du candidat : De   formation supérieure (Bac+2 à Bac +5) en informatique  vous justifiez   d'une expérience ou d'un stage significatif d'au minimum 6 mois/1an. Une   bonne maîtrise des environnements java et cobol est nécessaire. Vous   avez un bon relationnel et êtes sensible à la communication au sein   d'une équipe projet. Salaire : Selon profil et expérience. NOVIA SYSTEMS   - Mme Marine Pellerin - 5  rue des Comores - 29200 Brest - France -   recrutement-ouest@novia-systems.fr
développement solutions plm,intégratrice,2016,développeur java en environnement sécurité hsm,développeur plm,6 e Informatique web  sites et portails Internet,Activités informatiques,experimenté,de 38 k€ à 44 k€,Île-de-France,ociétés de services   en informatique en France et s'affirme comme un concepteur  intégratrice    et opérateur de systèmes critiques de tout premier plan. CS est   reconnu comme une entreprise à la pointe de la technologie et   s'impose dans 4 domaines technologiques multisectoriels en France   comme à l'étranger : * Cybersécurité * Systèmes Sûrs Industriels   & Embarqués * Continuité numérique : Simulation & _______PLM_______ * Gestion   de crise & Surveillance de zones CS est un intégratrice  de système   critique  fournisseur de systèmes clé-en-main. A ce titre  CS   recherche un développeur JAVA ayant des compétences particulières   en cryptographie et leur implémentation sur les HSM. Il intervient   sur les différents projets du département Cybersécurité. Ses   tâches consisteront en : - Le développement d'algorithme en JAVA   porté sur des HSM - La définition d'architecture sécurisée comportant   notamment des aspects cryptographiques (carte à puce  HSM  etc.)   - Le maintien en condition opérationnelle et de sécurité des   systèmes développé Compétences Techniques indispensables : -   Développement Java - Connaissances HSM (SafeNet  Bull  Nshield)   et cartes à puces (Javacard notamment) - Connaissances en cryptographie   (symétrique et asymétrique) - Connaissances en implantation d'algorithmes   - Connaissances normatives en protocoles cryptographiques (PKCS#11    etc.) - Bonnes pratiques de développement sécurisé - Gestion   de configuration logicielle - Gestion des anomalies - Rédaction   de documentations techniques. De formation BAC+5 ingénieur ou   équivalent  vous justifiez de 3 ans d'expérience minimum en développement   logiciel Java orienté sécurité. Compétences Techniques : Obligatoires   : HSM  Java  JavaCard Fortement souhaitées : gestion de configuration    JEE  C/C++ Souhaitées : CentOS  Debian  bash  environnement GNU    etc. Compétences Comportementales : Sens du contact avec le client    autonome mais sachant travailler en équipe  pro-actif Compétences   linguistiques : Français (capacités rédactionnelles)  Anglais   technique (lu/écrit)
développement solutions plm,intégratrice,2016,développeur java en environnement sécurité hsm,développeur plm,6 c Informatique de gestion,Activités informatiques,experimenté,de 38 k€ à 44 k€,Île-de-France,ociétés de services   en informatique en France et s'affirme comme un concepteur  intégratrice    et opérateur de systèmes critiques de tout premier plan. CS est   reconnu comme une entreprise à la pointe de la technologie et   s'impose dans 4 domaines technologiques multisectoriels en France   comme à l'étranger : * Cybersécurité * Systèmes Sûrs Industriels   & Embarqués * Continuité numérique : Simulation & _______PLM_______ * Gestion   de crise & Surveillance de zones CS est un intégratrice  de système   critique  fournisseur de systèmes clé-en-main. A ce titre  CS   recherche un développeur JAVA ayant des compétences particulières   en cryptographie et leur implémentation sur les HSM. Il intervient   sur les différents projets du département Cybersécurité. Ses   tâches consisteront en : - Le développement d'algorithme en JAVA   porté sur des HSM - La définition d'architecture sécurisée comportant   notamment des aspects cryptographiques (carte à puce  HSM  etc.)   - Le maintien en condition opérationnelle et de sécurité des   systèmes développé Compétences Techniques indispensables : -   Développement Java - Connaissances HSM (SafeNet  Bull  Nshield)   et cartes à puces (Javacard notamment) - Connaissances en cryptographie   (symétrique et asymétrique) - Connaissances en implantation d'algorithmes   - Connaissances normatives en protocoles cryptographiques (PKCS#11    etc.) - Bonnes pratiques de développement sécurisé - Gestion   de configuration logicielle - Gestion des anomalies - Rédaction   de documentations techniques. De formation BAC+5 ingénieur ou   équivalent  vous justifiez d'au moins 3 ans d'expérience en développement   logiciel Java orienté sécurité. Compétences Techniques : Obligatoires   : HSM  Java  JavaCard Fortement souhaitées : gestion de configuration    JEE  C/C++ Souhaitées : CentOS  Debian  bash  environnement GNU    etc. Compétences Comportementales : Sens du contact avec le client    autonome mais sachant travailler en équipe  pro-actif Compétences   linguistiques : Français (capacités rédactionnelles)  Anglais   technique (lu/écrit)
développement solutions plm,intégratrice,2015,développeur java expérimenté,développeur plm,6 c Informatique de gestion,Activités informatiques,experimenté,de 34 k€ à 37 k€,Languedoc-Roussillon-Midi-Pyrénées,mériques  filiale   du Groupe DACP. Elle a pour vocation d'aider ses clients à construire   les solutions techniques innovantes nécessaires dans l'atteinte de leurs   objectifs stratégiques. Novia Systems c'est plus de 1   000 collaborateurs  avec un chiffre d'affaires de plus de 80M¬ et une   présence nationale garantissant notre proximité auprès des clients   (Paris  Saint-Denis  Nantes  Brest  Le Mans  Niort  Rennes  Lyon    Grenoble et Toulouse). Novia Systems comprend 5 divisions : BMS   (Banques  Mutuelles  Services)  TIA (Télécoms  Industries  Assurances   privées)  Business Solution  Innovation  CAR*Base. Nous accompagnons nos   clients dans leur mutation technologique autour de 5 grands métiers:   L'intégration de système et d'ingénierie informatique (ERP : SAP  _______PLM_______    CRM  BI  mobilité  applications web  NTIC : J2EE  PHP  dotnet...)    Expertise et Assistance technique  Assistance à maitrise d'ouvrage et   pilotage de projets  Qualité des systèmes d'information et tests   logiciels. L'Edition de Logiciels. • Poste et missions : Dans le cadre   de notre développement  nous recherchons un développeur java expérimenté   pour intervenir chez notre client.. Intégré dans notre équipe  vos   missions seront les suivantes : o Rédaction des spécifications   fonctionnelles détaillées de l'application  o Rédaction des   spécifications techniques  o Conception/Développement logiciel   Java/J2ee  o Préparation du cahier de test  o Réalisation des tests de   qualification de l'application  o Support technique pendant la phase de   qualification. • Profil : De formation supérieure en informatique  vous   possédez une première expérience similaire. Vous maitrisez les   technologies : XML  XSL  XPATH  XQUERY Vous êtes disponible rapidement   NOVIA SYSTEMS - Mme Alexandra MELIS - BATIMENT B 109 RUE JEAN BART -   31670 LABEGE France - alexandra.melis@novia-systems.fr
développement solutions plm,intégratrice,2016,développeur java j2e  cbp/enovia,développeur plm,6 d Informatique industrielle,Conseil et gestion des entreprises,experimenté,de 34 k€ à 37 k€,Île-de-France,gieux    leader européen dans le domaine du conseil et des services autour   des métiers du _______PLM_______  qui intervient sur l’ensemble du cycle de   vie des produits sur les marchés aéronautique et défense  automobile    énergie et transport. Afin d’accompagner la montée en puissance   de leurs activités de conseil et d’intégration sur le périmètre   _______PLM_______  nous recherchons des ingénieurs spécialistes en JAVA  pour   des projets basés à Toulouse ou Bordeaux ou Paris ou Marseille.   A ce titre  vos différentes tâches seront les suivantes : -Effectuer   la maintenance évolutive -Rédiger des documentations techniques   et fonctionnelles  -Développer les évolutions et/ou corrections   -Mener les tests techniques Pré-requis  qualifications et responsabilités   Diplômé d’un Bac +5 en informatique (école d’ingénieur  master   ou équivalent)  vous justifiez d’une expérience professionnelle   (stages inclus) d’au moins 2 ans en développement web Java/J2EE   Compétences techniques obligatoires : Java/JEE  Enovia V6  CBP  Autonome  rigoureux  vous aimez travailler en équipe. Votre   sens du contact et vos qualités d’analyse et de travail seront   les garants de votre réussite dans cette fonction. La maîtrise   de l’anglais serait un plus Postes à pourvoir ASAP 
développement solutions plm,intégratrice,2015,développeur java j2ee/ applications mobiles,développeur plm,6 c Informatique de gestion,Activités informatiques,experimenté,moins de 33 k€,Bretagne,un(e) développeur   J2ee et applications mobiles H/F sur Rennes. Vos missions seront les   suivantes: o Conception o Architecture o Développement o Intégration   Environnement Java J2ee: Struts  Spring  Hibernate  JSP  Tomcat  GWT    Liferay Environnement applications mobiles: IOS (Objective C  C++    Iphone SDK  Cocoa Touch)  Android (Java  SDK Android) Profil du candidat   : Diplômé (e) de Bac + 3/5 en informatique  vous avez une expérience   réussie de minimum 3 ans dans une fonction similaire. Le sens du service   et une forte capacité d'adaptation sont des qualités essentielles à la   bonne réalisation des missions qui vous sont confiées. Salaire : Selon   profil et expérience NOVIA SYSTEMS est une entreprise de services   numériques  filiale du Groupe DACP. Elle a pour vocation d'aider ses   clients à construire les solutions techniques innovantes nécessaires   dans l'atteinte de leurs objectifs stratégiques. Novia Systems c'est   plus de 1   000 collaborateurs  avec un chiffre d'affaires de plus de 80M€ et une   présence nationale garantissant notre proximité auprès des clients   (Paris  Saint-Denis  Nantes  Brest  Le Mans  Niort  Rennes  Lyon    Grenoble et Toulouse). Nous accompagnons nos clients dans leur mutation   technologique autour de 5 grands métiers: o L'intégration de système et   d'ingénierie informatique (ERP : SAP  _______PLM_______  CRM  BI  mobilité    applications web  NTIC : J2EE  PHP  dotnet...)  o Expertise et   Assistance technique  o Assistance à maitrise d'ouvrage et pilotage de   projets  o Qualité des systèmes d'information et tests logiciels. o   L'Edition de Logiciels. Nos atouts : o Nos centres de services   industriels o Nos pôles d'expertise (Cobol  java  PHP  SAP  Sage ERP X3    Billettique  PML  CRM  Mobilité  Décisionnel  Testing). o Notre centre   de formation « Novia Technical School »  une école intégrée nous   permettant de faire évoluer les compétences de nos collaborateurs au   rythme des évolutions technologiques  favorisant ainsi leur   développement. En effet  en 2013  plus de 40% de nos salariés ont reçu   au moins une formation ! o Notre structure à taille humaine. NOVIA   SYSTEMS - Laure GAZON  310 route de Fougères 35700 Rennes -   recrutement-ouest@novia-systems.fr
développement solutions plm,intégratrice,2015,développeur java windchill,développeur plm,6 d Informatique industrielle,Activités informatiques,experimenté,de 34 k€ à 37 k€,Nord-Pas-de-Calais-Picardie,un acteur   incontournable dans le déploiement et l'intégration de solutions _______PLM_______.   Grâce à l'engagement des femmes et des hommes qui composent ses équipes    PCO Innovation poursuit sa croissance avec une offre de service complète   combinant une expérience des processus industriels aux connaissances des   technologies _______PLM_______ avancées. Nous proposons des perspectives de carrières   diversifiées et favorisons une politique active de formation    d'enrichissement des compétences et de mobilité. Nous recherchons dans   le cadre d'un projet client  un(e) Développeur Java PDMLink . Pour ce   poste  vous prendrez en charge les missions suivantes : L'analyse des   besoins de notre client La compréhension des ses problématiques et les   analyser  La rédaction des spécifications techniques  La customisation   de l'application  Les développements et le suivi des développements des   nouvelles fonctionnalités  Tests et recettes  La documentation :   documenter l'architecture  l'utilisation et le fonctionnement du code   développé. Votre profil : De formation BAC+5  vous justifiez d'une   expérience d'au moins deux ans dans le développement d'applications sur   Windchill PDMLink. Vous avez une expérience significative dans la   conception et le développement d'application en JAVA et JSP et maitrisez   la programmation orientée objet ainsi que les webservices. Vous   connaissez les environnements Unix et/ou Windows  la base de données   Oracle  les langages suivants XML  HTML  SQL et les protocoles de   communication client/serveur. Vous maîtrisez la langue anglaise (aussi   bien à l'écrit qu'à l'oral). Ce poste est à pourvoir en CDI et sera   rattaché à notre agence de Paris. Mobilité indispensable sur l'Oise   (proche compiègne) et IDF. PCO INNOVATION - Mme Laetitia GASPAROUX -   Hall B 14 place des Vins de France - 75012 PARIS France -   laetitia.gasparoux@accenture.com
